vendor_name,year_month,monthly_spend
ss,2018-06-01,43.72
=) UJ,2018-06-01,12.3
Yoder LLC,2018-06-01,10.11
COMMERCIAL INVOICE A\,2018-06-01,5.0
INVOICE,2018-06-01,4.029999999999999
Invoice number 3254-790,2018-06-01,4.0
INVOICE INVOICE # 8498-041,2018-06-01,2.0
co TAX INVOICE,2018-06-01,2.0
TAX INVOICE ©,2018-06-01,0.0
TAX INVOICE,2018-07-01,803.19
Ba.,2018-07-01,658.32
INVOICE,2018-07-01,433.45
yy Date: 21-Jul-2018,2018-07-01,128.76
"Rogers, Olson and Sanders",2018-07-01,71.92
co TAX INVOICE,2018-07-01,52.99
"Parker, Phillips and Thomas",2018-07-01,39.6
3513 Elizabeth Glens,2018-07-01,35.04
Invoice number 4YSM74-668,2018-07-01,6.0
COMMERCIAL INVOICE,2018-07-01,5.0
INVOICE 1D 6749-993,2018-07-01,4.0
Address:4894 Melanie Pass Apt. 742,2018-07-01,0.0
Wy Date: 20-Aug-2018,2018-08-01,1196.28
A Invoice Date: 25-Aug-2018,2018-08-01,706.63
A Invoice Date: 13-Aug-2018,2018-08-01,684.12
tut Bryan,2018-08-01,656.3
Huff-Bryan,2018-08-01,445.23
INVOICE,2018-08-01,376.22
TAX INVOICE,2018-08-01,300.54
COMMERCIAL INVOICE,2018-08-01,286.37
"""am NO",2018-08-01,98.21
S TAX INVOICE,2018-08-01,67.37
ss,2018-08-01,65.48
Yoder Luc,2018-08-01,61.45
Buyer :Mrs. Michele Morris MD,2018-08-01,12.55
"Rogers, Olson and Sanders",2018-08-01,5.0
INVOICE # 7YSM6d-826,2018-08-01,4.0
Invoice Date: 30-Aug-2018,2018-08-01,4.0
Invoice Date: 04-Aug-2018,2018-08-01,3.0
co TAX INVOICE,2018-08-01,3.0
Address:4894 Melanie Pass Apt. 742,2018-08-01,0.0
COMMERCIAL INVOICE,2018-09-01,1870.13
BSS,2018-09-01,671.59
TAX INVOICE,2018-09-01,565.8
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2018-09-01,550.52
A Invoice Date: 23-Sep-2018,2018-09-01,545.17
Huff-Bryan,2018-09-01,388.23
A Invoice Date: 04-Sep-2018,2018-09-01,339.64
"Duran, Morgan and Loper TAX INVOICE",2018-09-01,160.45
INVOICE,2018-09-01,130.94
COMMERCIAL INVOICE A\,2018-09-01,47.01
Address:4894 Melanie Pass Apt. 742,2018-09-01,0.0
A Date: 06-Oct-2018,2018-10-01,851.9
COMMERCIAL INV,2018-10-01,754.0
BSS,2018-10-01,703.5
Buyer ‘Tina Spencer,2018-10-01,65.05
=) UJ,2018-10-01,20.14
Robinson-Carson 62 96 e,2018-10-01,16.31
TAX INVOICE,2018-10-01,14.0
COMMERCIAL INVOICE ©,2018-10-01,4.91
INVOICE,2018-10-01,4.0
=) a,2018-10-01,2.0
COMMERCIAL INVOICE A\,2018-10-01,1.0
Ba.,2018-11-01,1075.0
TAX INVOICE,2018-11-01,690.21
COMMERCIAL INV,2018-11-01,688.75
INVOICE,2018-11-01,382.61
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2018-11-01,195.71
Huft-Bryan,2018-11-01,136.05
Invoice number 2Y7M7-856,2018-11-01,16.0
COMMERCIAL INVOICE,2018-11-01,8.35
"Rogers, Olson and Sanders",2018-11-01,6.0
INVOICE A\,2018-11-01,4.0
INVOICE # 2vaMGe-104,2018-11-01,1.89
Address:4894 Melanie Pass Apt. 742,2018-11-01,0.0
COMMERCIAL INV,2018-12-01,865.24
A Invoice Date: 10-Dec-2018,2018-12-01,435.25
Ba.,2018-12-01,388.94
COMMERCIAL INVOICE,2018-12-01,374.98
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2018-12-01,306.99
INVOICE,2018-12-01,173.77999999999997
"Parker, Phillips and Thomas",2018-12-01,85.47
TAX INVOICE,2018-12-01,47.56
Yoder LLC,2018-12-01,18.15
"Rogers, Olson and Sanders",2018-12-01,6.0
ss,2018-12-01,4.0
=) a,2018-12-01,1.0
Address:4894 Melanie Pass Apt. 742,2018-12-01,0.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2019-01-01,699.48
Sy Date: 06-Jan-2019,2019-01-01,370.83
TAX INVOICE,2019-01-01,283.57
"Parker, Phillips and Thomas",2019-01-01,107.67
| LCO jj,2019-01-01,48.47
COMMERCIAL INVOICE,2019-01-01,17.0
INVOICE,2019-01-01,7.0
Invoice number 275M2<-829,2019-01-01,6.06
"Rogers, Olson and Sanders",2019-01-01,5.0
S COMMERCIAL INVOICE,2019-01-01,3.13
ss,2019-01-01,2.0
COMMERCIAL INVOICE,2019-02-01,496.28
BSS,2019-02-01,198.47
A Date: 09-Feb-2019,2019-02-01,105.0
INVOICE,2019-02-01,88.42
Bill to:Ruben Ortiz,2019-02-01,84.45
546 Allison Green Suite 444,2019-02-01,51.58
TAX INVOICE,2019-02-01,42.47
COMMERCIAL INVOICE A\,2019-02-01,1.0
Invoice Date: 04-Feb-2019,2019-02-01,1.0
co COMMERCIAL INVOICE,2019-02-01,0.71
Address:4894 Melanie Pass Apt. 742,2019-02-01,0.0
TAX INVOICE,2019-03-01,1692.81
COMMERCIAL INVOICE,2019-03-01,651.63
"Parker, Phillips and Thomas",2019-03-01,117.97999999999999
Robinson-Carson 62 96 e,2019-03-01,95.49
Buyer :Caitin Carpenter,2019-03-01,94.35
=) UJ,2019-03-01,16.5
| LCO jj,2019-03-01,4.24
INVOICE,2019-03-01,4.0
Jensen Group. INVOICE,2019-03-01,4.0
INVOICE ID INV60149975,2019-03-01,3.0
tut Bryan,2019-03-01,3.0
TAX INVOICE ©,2019-03-01,0.0
Address:4894 Melanie Pass Apt. 742,2019-04-01,288.72
COMMERCIAL INVOICE,2019-04-01,194.88
INVOICE 10 INvi16-80/468,2019-04-01,68.24
TAX INVOICE,2019-04-01,39.17
Date: 23-Apr-2019,2019-04-01,2.0
INVOICE,2019-04-01,1.0
My Date: 17-May-2019,2019-05-01,1135.52
INVOICE,2019-05-01,636.26
"Duran, Morgan and Loper INVOICE",2019-05-01,137.35
INVOICE A\,2019-05-01,65.83
Buyer :Joshua Norman,2019-05-01,65.58
"""am NO",2019-05-01,58.0
Bil to:Daniel Cruz,2019-05-01,47.69
COMMERCIAL INVOICE,2019-05-01,30.0
Buyer :Kelly Harris.,2019-05-01,10.78
TAX INVOICE,2019-05-01,7.0
INVOICE # INvi67-791700,2019-05-01,6.0
ss,2019-05-01,6.0
INVOICE 1D INV/t9-15/194,2019-05-01,3.0
co COMMERCIAL INVOICE,2019-05-01,3.0
INVOICE LN |,2019-06-01,191.89
TAX INVOICE,2019-06-01,102.15
COMMERCIAL INVOICE ©,2019-06-01,95.74
Jensen Group. INVOICE,2019-06-01,68.97
"Parker, Phillips and Thomas",2019-06-01,56.54
Buyer :Victoria Vega,2019-06-01,54.83
S TAX INVOICE,2019-06-01,38.7
COMMERCIAL INVOICE A\,2019-06-01,5.0
ss,2019-06-01,4.0
Date: 02-Jun-2019,2019-06-01,3.0
INVOICE,2019-06-01,1.0
TAX INVOICE,2019-07-01,139.48
INVOICE,2019-07-01,85.42
Bill to:Bryan Garcia,2019-07-01,85.18
Robinson-Carson 62 96 e,2019-07-01,74.9
"Parker, Phillips and Thomas",2019-07-01,30.98
COMMERCIAL INVOICE,2019-07-01,6.0
COMMERCIAL INVOICE A\,2019-07-01,6.0
Date: 07-Jul-2019,2019-07-01,1.0
Address:4894 Melanie Pass Apt. 742,2019-07-01,0.0
TAX INVOICE ©,2019-07-01,0.0
BSS,2019-08-01,948.08
TAX INVOICE,2019-08-01,878.22
INVOICE,2019-08-01,587.25
Robinson-Carson 62 96 e,2019-08-01,235.08
"Parker, Phillips and Thomas",2019-08-01,60.09
S TAX INVOICE,2019-08-01,58.4
=) UJ,2019-08-01,53.92
COMMERCIAL INVOICE,2019-08-01,15.0
Buyer :Marcia Lowe,2019-08-01,12.79
| LCO jj,2019-08-01,7.23
COMMERCIAL INVOICE INVOICE # 1Y9M4d-521,2019-08-01,3.0
Invoice Date: 05-Aug-2019,2019-08-01,2.0
COMMERCIAL INVOICE ©,2019-08-01,0.0
TAX INVOICE ©,2019-08-01,0.0
WA Date: 04-Sep-2019,2019-09-01,1219.38
COMMERCIAL INVOICE,2019-09-01,678.2700000000001
INVOICE,2019-09-01,649.14
=) UJ,2019-09-01,470.02
TAX INVOICE,2019-09-01,355.53
INVOICE 1D INvi83-481151,2019-09-01,310.24
S TAX INVOICE,2019-09-01,96.53
"Rogers, Olson and Sanders",2019-09-01,5.0
INVOICE A\,2019-09-01,1.0
COMMERCIAL INVOICE ©,2019-09-01,0.0
TAX INVOICE,2019-10-01,188.54999999999998
Invoice number 172.972,2019-10-01,172.97
COMMERCIAL INVOICE,2019-10-01,149.75
S INVOICE,2019-10-01,45.17
BSS,2019-10-01,38.77
INVOICE,2019-10-01,11.91
"Rogers, Olson and Sanders",2019-10-01,1.0
y| LCO |,2019-11-01,789.97
=,2019-11-01,215.58
COMMERCIAL INVOICE,2019-11-01,109.16
S COMMERCIAL INVOICE,2019-11-01,89.54
Yoder Luc,2019-11-01,83.96
SB Date: 02-Nov-2019,2019-11-01,78.0
COMMERCIAL INVOICE ©,2019-11-01,60.91
S INVOICE,2019-11-01,54.95
TAX INVOICE,2019-11-01,16.0
Bill to:Monique Garcia,2019-11-01,8.93
INVOICE,2019-11-01,6.63
Invoice number 2041-888,2019-11-01,6.07
Invoice number 6402-109,2019-11-01,6.0
INVOICE # INVIS4-63/615,2019-11-01,3.49
INVOICE # 6veNsa-240,2019-11-01,2.44
INVOICE 1D INVi21-87/712,2019-11-01,2.0
INVOICE,2019-12-01,631.96
Wy Date: 26-Dec-2019,2019-12-01,298.16
A Invoice Date: 27-Dec-2019,2019-12-01,173.04
Yoder Luc,2019-12-01,98.24
COMMERCIAL INVOICE,2019-12-01,84.68
TAX INVOICE,2019-12-01,60.37
COMMERCIAL INVOICE ©,2019-12-01,56.82
"Parker, Phillips and Thomas",2019-12-01,47.47
| LCO jj,2019-12-01,43.27
Date: 24-Dec-2019,2019-12-01,6.36
=) a,2019-12-01,5.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2020-01-01,435.08
COMMERCIAL INVOICE,2020-01-01,335.38
Address:4894 Melanie Pass Apt. 742,2020-01-01,154.08
Huft-Bryan,2020-01-01,95.48
"""am NO",2020-01-01,77.54
Robinson-Carson 62 96 e,2020-01-01,73.19
TAX INVOICE,2020-01-01,52.0
Jensen Group. INVOICE,2020-01-01,45.99
TAX INVOICE A\,2020-01-01,6.0
INVOICE # INVI79-34/108,2020-01-01,4.0
INVOICE INVOICE ID INV/67-31/057,2020-01-01,4.0
Invoice Date: 15-Jan-2020,2020-01-01,4.0
Invoice Date: 31-Jan-2020,2020-01-01,4.0
Yoder Luc,2020-01-01,2.0
INVOICE,2020-01-01,1.0
Huft-Bryan,2020-02-01,1018.68
SB Dale: 10-Feb-2020,2020-02-01,727.19
INVOICE LN |,2020-02-01,688.48
Yoder LLC,2020-02-01,78.7
COMMERCIAL INVOICE A\,2020-02-01,49.76
Buyer :Heather Williams,2020-02-01,47.16
COMMERCIAL INVOICE,2020-02-01,25.11
TAX INVOICE,2020-02-01,12.55
INVOICE # 2vamae-222,2020-02-01,4.0
Invoice Date: 20-Feb-2020,2020-02-01,1.0
Address:4894 Melanie Pass Apt. 742,2020-02-01,0.0
Huff-Bryan,2020-03-01,1598.79
Date: 09-Mar-2020,2020-03-01,1067.38
INVOICE,2020-03-01,1048.19
TAX INVOICE,2020-03-01,1015.75
Date: 08-Mar-2020,2020-03-01,870.6
Robinson-Carson 62 96 e,2020-03-01,774.98
COMMERCIAL INVOICE,2020-03-01,724.8499999999999
y| LCO |,2020-03-01,96.76
H|| LCO jj,2020-03-01,72.54
Yoder Luc,2020-03-01,57.88
"Parker, Phillips and Thomas",2020-03-01,40.4
| LCO jj,2020-03-01,28.47
INVOICE Ip tNvi41-89/600,2020-03-01,6.0
INVOICE # 7809-017,2020-03-01,4.0
co COMMERCIAL INVOICE,2020-03-01,3.0
INVOICE,2020-04-01,1217.67
TAX INVOICE,2020-04-01,1031.97
WA Date: 19-Apr-2020,2020-04-01,764.84
Invoice Date: 07-Apr-2020,2020-04-01,591.17
COMMERCIAL INVOICE,2020-04-01,500.58
=) a,2020-04-01,404.97
Robinson-Carson 62 96 e,2020-04-01,79.94
Bill to:Nichole Guerrero,2020-04-01,67.66
"Parker, Phillips and Thomas",2020-04-01,43.97
Yoder LLC,2020-04-01,21.5
"Rogers, Olson and Sanders",2020-04-01,10.0
| LCO jj,2020-04-01,7.35
INVOICE # 9y44e-680,2020-04-01,6.0
TAX INVOICE Invoice number INV84589437,2020-04-01,5.0
INVOICE 10 1272-624,2020-04-01,2.15
ss,2020-04-01,2.0
Address:4894 Melanie Pass Apt. 742,2020-04-01,0.0
TAX INVOICE ©,2020-04-01,0.0
COMMERCIAL INVOICE,2020-05-01,1174.06
INVOICE,2020-05-01,1139.38
Address:4894 Melanie Pass Apt. 742,2020-05-01,404.21
Yoder Luc,2020-05-01,147.68
S TAX INVOICE,2020-05-01,124.16
S COMMERCIAL INVOICE,2020-05-01,93.64
Robinson-Carson 62 96 e,2020-05-01,68.94
"Duran, Morgan and Loper INVOICE",2020-05-01,40.99
TAX INVOICE,2020-05-01,11.0
"Rogers, Olson and Sanders",2020-05-01,4.0
ss,2020-05-01,3.0
White and Sons LAN,2020-06-01,516.21
rd Bill to:William Hardy,2020-06-01,90.14
INVOICE ©,2020-06-01,71.04
INVOICE,2020-06-01,70.19
S INVOICE,2020-06-01,50.72
COMMERCIAL INVOICE,2020-06-01,46.370000000000005
TAX INVOICE ©,2020-06-01,45.15
TAX INVOICE,2020-06-01,10.08
TAX INVOICE Invoice number INV81189404,2020-06-01,2.0
COMMERCIAL INVOICE ©,2020-06-01,0.0
INVOICE,2020-07-01,799.08
Huff-Bryan,2020-07-01,759.06
COMMERCIAL INVOICE,2020-07-01,117.89
"Parker, Phillips and Thomas",2020-07-01,91.18
| LCO jj,2020-07-01,77.26
ss,2020-07-01,32.95
Address:4894 Melanie Pass Apt. 742,2020-07-01,22.95
TAX INVOICE,2020-07-01,17.0
Date: 26-Jul-2020,2020-07-01,3.0
=) a,2020-07-01,1.0
A Date: 04-Aug-2020,2020-08-01,553.73
BSS,2020-08-01,438.49
TAX INVOICE,2020-08-01,281.72
COMMERCIAL INVOICE,2020-08-01,261.55
INVOICE,2020-08-01,138.24
S TAX INVOICE,2020-08-01,97.92
TAX INVOICE ©,2020-08-01,96.1
9940 Dudley Underpass Suite 087,2020-08-01,94.74
O09 Anton Rape Apt. 810,2020-08-01,23.09
Jensen Group. INVOICE,2020-08-01,6.0
INVOICE 1D INv26863155,2020-08-01,4.0
INVOICE A\,2020-08-01,2.0
INVOICE # 8Y2MOd-153,2020-08-01,1.0
COMMERCIAL INVOICE,2020-09-01,2068.3199999999997
tut Bryan,2020-09-01,650.52
TAX INVOICE,2020-09-01,134.68
Ba.,2020-09-01,96.93
"Parker, Phillips and Thomas",2020-09-01,82.96
INVOICE,2020-09-01,29.7
Yoder LLC,2020-09-01,25.1
TAX INVOICE INVOICE # INV/20-13/767,2020-09-01,3.0
ss,2020-09-01,1.0
TAX INVOICE,2020-10-01,722.7
"Parker, Phillips and Thomas",2020-10-01,91.6
ss,2020-10-01,71.47
Address:4894 Melanie Pass Apt. 742,2020-10-01,69.0
COMMERCIAL INVOICE ©,2020-10-01,49.84
LS,2020-10-01,14.29
INVOICE,2020-10-01,5.0
TAX INVOICE INVOICE ID INV/24-40/717,2020-10-01,3.0
COMMERCIAL INVOICE,2020-10-01,1.0
COMMERCIAL INVOICE,2020-11-01,1276.5
INVOICE,2020-11-01,1243.25
S INVOICE,2020-11-01,111.38
"Parker, Phillips and Thomas",2020-11-01,96.03
Bill to:Becky Tran,2020-11-01,89.97
co TAX INVOICE,2020-11-01,89.23
co COMMERCIAL INVOICE,2020-11-01,54.0
{6521 Kevin Crscont Apt. 258,2020-11-01,37.86
"Rogers, Olson and Sanders",2020-11-01,7.0
Invoice number INVS3385204,2020-11-01,6.99
INVOICE 1D 9vaM1e-499,2020-11-01,4.0
TAX INVOICE ©,2020-11-01,0.0
INVOICE,2020-12-01,1023.04
COMMERCIAL INVOICE,2020-12-01,221.35
co COMMERCIAL INVOICE,2020-12-01,67.3
Yoder Luc,2020-12-01,63.1
INVOICE A\,2020-12-01,10.07
TAX INVOICE,2020-12-01,5.0
INVOICE ID INV4o468103,2020-12-01,2.0
Invoice number 7915-343,2020-12-01,1.0
"""am NO",2020-12-01,0.45
Address:4894 Melanie Pass Apt. 742,2020-12-01,0.0
INVOICE,2021-01-01,546.45
TAX INVOICE,2021-01-01,354.67
COMMERCIAL INVOICE,2021-01-01,115.25
Robinson-Carson 62 96 e,2021-01-01,84.08
ss,2021-01-01,17.22
=) a,2021-01-01,6.0
INVOICE 10 INve9695999,2021-01-01,6.0
"Parker, Phillips and Thomas",2021-01-01,1.36
"Parker, Phillips and Thomas",2021-02-01,662.68
INVOICE,2021-02-01,219.96
Yoder Luc,2021-02-01,93.11
{48 bel Ridge,2021-02-01,88.83
TAX INVOICE,2021-02-01,85.53
COMMERCIAL INVOICE ©,2021-02-01,76.1
INVOICE ©,2021-02-01,38.08
=) a,2021-02-01,6.0
S TAX INVOICE,2021-02-01,4.57
COMMERCIAL INVOICE A\,2021-02-01,4.0
Invoice number INVIS3-42/123,2021-02-01,4.0
COMMERCIAL INVOICE,2021-02-01,2.0
INVOICE,2021-03-01,1538.8
COMMERCIAL INVOICE,2021-03-01,646.91
S COMMERCIAL INVOICE,2021-03-01,97.29
| LCO jj,2021-03-01,53.38
Yoder Luc,2021-03-01,42.78
Date: 23-Mar-2021,2021-03-01,5.0
TAX INVOICE,2021-03-01,5.0
INVOICE ID 4Y1M2d-311,2021-03-01,4.07
INVOICE # 0629-566,2021-03-01,4.0
"Rogers, Olson and Sanders",2021-03-01,3.0
INVOICE,2021-04-01,1022.18
EA Invoice Date: 22-Apr-2021,2021-04-01,898.38
TAX INVOICE,2021-04-01,531.22
449 Roberson Valleys,2021-04-01,49.35
INVOICE # iNvi93-001872,2021-04-01,6.0
COMMERCIAL INVOICE A\,2021-04-01,5.0
INVOICE # INV77854765,2021-04-01,4.0
co COMMERCIAL INVOICE,2021-04-01,3.68
INVOICE A\,2021-04-01,2.0
INVOICE ©,2021-04-01,2.0
Invoice Date: 13-Apr-2021,2021-04-01,2.0
"Rogers, Olson and Sanders",2021-04-01,2.0
Address:4894 Melanie Pass Apt. 742,2021-04-01,0.0
Ba.,2021-05-01,886.97
INVOICE,2021-05-01,782.27
Huft-Bryan,2021-05-01,451.99
TAX INVOICE,2021-05-01,285.42
Yoder LLC,2021-05-01,279.06
Huff-Bryan,2021-05-01,270.57
"Duran, Morgan and Loper TAX INVOICE",2021-05-01,129.49
Yoder Luc,2021-05-01,94.33
| LCO jj,2021-05-01,33.28
LS,2021-05-01,31.89
ss,2021-05-01,3.0
=) a,2021-05-01,2.0
INVOICE # SYOM24-650,2021-05-01,2.0
INVOICE 1D INVi46-111674,2021-05-01,2.0
INVOICE # INV31709933,2021-05-01,1.0
tut Bryan,2021-06-01,278.93
TAX INVOICE,2021-06-01,93.00999999999999
COMMERCIAL INVOICE,2021-06-01,59.91
S TAX INVOICE,2021-06-01,58.42
INVOICE,2021-06-01,6.89
INVOICE,2021-07-01,858.1000000000001
Huff-Bryan,2021-07-01,823.88
COMMERCIAL INVOICE,2021-07-01,434.95
TAX INVOICE,2021-07-01,140.18
Jensen Group. INVOICE,2021-07-01,101.08
y| LCO |,2021-07-01,65.13
Yoder Luc,2021-07-01,23.42
INVOICE ID 6665-596,2021-07-01,6.0
——,2021-07-01,6.0
as,2021-07-01,5.0
INVOICE ID 3Y1M4d-342,2021-07-01,4.25
"Parker, Phillips and Thomas",2021-07-01,3.0
TAX INVOICE A\,2021-07-01,3.0
Address:4894 Melanie Pass Apt. 742,2021-07-01,0.0
TAX INVOICE,2021-08-01,1102.67
INVOICE,2021-08-01,451.98
SLA Invoice Date: 26-Aug-2021,2021-08-01,411.94
"Rogers, Olson and Sanders",2021-08-01,117.38999999999999
Bill to:Michael Green,2021-08-01,68.54
Buyer :Joseph Medonald,2021-08-01,11.84
INVOICE 10 1wv40030523,2021-08-01,10.78
COMMERCIAL INVOICE,2021-08-01,6.06
TAX INVOICE A\,2021-08-01,6.0
Invoice Date: 15-Aug-2021,2021-08-01,4.0
Invoice number 5790-469,2021-08-01,1.67
INVOICE ©,2021-08-01,0.0
COMMERCIAL INVOICE,2021-09-01,864.27
White and Sons LAN,2021-09-01,542.02
Huff-Bryan,2021-09-01,483.36
BSS,2021-09-01,448.01
INVOICE,2021-09-01,176.04
TAX INVOICE,2021-09-01,48.22
Robinson-Carson 62 96 e,2021-09-01,45.1
co TAX INVOICE,2021-09-01,28.04
INVOICE A\,2021-09-01,26.77
"Duran, Morgan and Loper TAX INVOICE",2021-09-01,22.84
"Parker, Phillips and Thomas",2021-09-01,15.53
co COMMERCIAL INVOICE,2021-09-01,3.0
Address:4894 Melanie Pass Apt. 742,2021-09-01,0.0
INVOICE ©,2021-09-01,0.0
INVOICE,2021-10-01,1129.23
TAX INVOICE,2021-10-01,179.66
=) UJ,2021-10-01,86.07
BSS,2021-10-01,80.01
"Parker, Phillips and Thomas",2021-10-01,55.38
COMMERCIAL INVOICE,2021-10-01,25.04
"Rogers, Olson and Sanders",2021-10-01,6.0
=) a,2021-10-01,4.0
INVOICE Invoice number INV/51-17/397,2021-10-01,1.0
Address:4894 Melanie Pass Apt. 742,2021-10-01,0.0
INVOICE ©,2021-10-01,0.0
Address:4894 Melanie Pass Apt. 742,2021-11-01,550.0
Hutt-Bryan,2021-11-01,436.77
INVOICE,2021-11-01,303.52
S INVOICE,2021-11-01,164.49
S TAX INVOICE,2021-11-01,98.3
Buyer rie Young,2021-11-01,84.38
S COMMERCIAL INVOICE,2021-11-01,44.35
Yoder LLC,2021-11-01,36.66
TAX INVOICE,2021-11-01,34.22
COMMERCIAL INVOICE,2021-11-01,21.099999999999998
Date: 10-Nov-2021,2021-11-01,5.0
Ba.,2021-12-01,1019.49
INVOICE,2021-12-01,968.0500000000001
Huff-Bryan,2021-12-01,921.5
"Parker, Phillips and Thomas",2021-12-01,87.67
ss,2021-12-01,81.61
Robinson-Carson 62 96 e,2021-12-01,72.18
TAX INVOICE,2021-12-01,8.0
"Rogers, Olson and Sanders",2021-12-01,6.0
=) a,2021-12-01,5.0
COMMERCIAL INVOICE,2021-12-01,1.0
INVOICE A\,2021-12-01,1.0
INVOICE,2022-01-01,1314.84
Huft-Bryan,2022-01-01,1114.72
TAX INVOICE,2022-01-01,1011.9399999999999
BSS,2022-01-01,739.01
SB invoice Date: 15-Jan-2022,2022-01-01,680.94
"Parker, Phillips and Thomas",2022-01-01,73.47
S INVOICE,2022-01-01,66.87
=) UJ,2022-01-01,49.76
Date: 01-Jan-2022,2022-01-01,7.65
COMMERCIAL INVOICE,2022-01-01,7.0
INVOICE # 5489-530,2022-01-01,6.0
INVOICE #nvi8s-807860,2022-01-01,5.0
INVOICE ID 5YSM1d-070,2022-01-01,5.0
Invoice number 7Y2Méd-817,2022-01-01,4.0
=) a,2022-01-01,3.0
INVOICE # 1943-749,2022-01-01,3.0
fut-Bryan,2022-01-01,2.93
COMMERCIAL INVOICE A\,2022-01-01,2.0
INVOICE,2022-02-01,809.87
=) UJ,2022-02-01,709.07
Huft-Bryan,2022-02-01,638.1
COMMERCIAL INVOICE,2022-02-01,372.28
6386 Taylor Rapids Apt. 87,2022-02-01,45.39
"Parker, Phillips and Thomas",2022-02-01,33.12
COMMERCIAL INVOICE A\,2022-02-01,6.0
Date: 11-Feb-2022,2022-02-01,6.0
INVOICE # INvi97-87/252,2022-02-01,6.0
TAX INVOICE,2022-02-01,5.0
INVOICE 1D INV79718460,2022-02-01,4.35
Invoice Date: 01-Feb-2022,2022-02-01,4.0
Invoice number INV99303116,2022-02-01,2.0
"Rogers, Olson and Sanders",2022-02-01,1.0
INVOICE ©,2022-02-01,0.0
TAX INVOICE,2022-03-01,1470.1399999999999
Sy Date: 22-Mar-2022,2022-03-01,829.56
COMMERCIAL INVOICE,2022-03-01,659.1800000000001
tut Bryan,2022-03-01,551.35
Bil to:Caitin Cook,2022-03-01,58.73
i| LCO |,2022-03-01,51.62
Robinson-Carson 62 96 e,2022-03-01,50.76
Yoder Luc,2022-03-01,48.78
INVOICE 10 3186-030,2022-03-01,15.07
INVOICE,2022-03-01,15.0
=) UJ,2022-03-01,10.59
Invoice number INV61225954,2022-03-01,6.0
=) a,2022-03-01,4.0
Invoice number INVI86-001677,2022-03-01,3.0
co TAX INVOICE,2022-03-01,3.0
INVOICE A\,2022-03-01,2.0
BSS,2022-04-01,1720.05
COMMERCIAL INVOICE,2022-04-01,725.97
"Parker, Phillips and Thomas",2022-04-01,596.07
Ba.,2022-04-01,557.96
=,2022-04-01,532.28
Date: 12-Apr-2022,2022-04-01,340.3
"Duran, Morgan and Loper TAX INVOICE",2022-04-01,50.96
Yoder LLC,2022-04-01,39.2
COMMERCIAL INVOICE A\,2022-04-01,31.03
INVOICE,2022-04-01,16.86
co TAX INVOICE,2022-04-01,13.28
TAX INVOICE,2022-04-01,7.0
—,2022-04-01,4.0
INVOICE # 9Y7M74-862,2022-04-01,3.92
Date: 19-Apr-2022,2022-04-01,3.0
co COMMERCIAL INVOICE,2022-04-01,3.0
as,2022-04-01,2.0
Address:4894 Melanie Pass Apt. 742,2022-04-01,0.0
Huff-Bryan,2022-05-01,1465.95
Bill to:Madison Ford,2022-05-01,804.24
Hutt-Bryan,2022-05-01,781.68
TAX INVOICE,2022-05-01,440.15000000000003
Ba.,2022-05-01,327.0
INVOICE,2022-05-01,213.61
COMMERCIAL INVOICE,2022-05-01,126.33
Yoder Luc,2022-05-01,57.49
Buyer :Gabrielle Bush,2022-05-01,55.52
S TAX INVOICE,2022-05-01,37.41
Robinson-Carson 62 96 e,2022-05-01,32.52
Invoice number 9520-784,2022-05-01,14.0
co COMMERCIAL INVOICE,2022-05-01,8.85
=) a,2022-05-01,5.0
"Rogers, Olson and Sanders",2022-05-01,4.0
Invoice number INVI72-63/982,2022-05-01,3.0
Address:4894 Melanie Pass Apt. 742,2022-05-01,0.0
COMMERCIAL INVOICE,2022-06-01,250.16
S TAX INVOICE,2022-06-01,84.83
Buyer :Nicholas Mendoza,2022-06-01,83.43
TAX INVOICE,2022-06-01,22.59
COMMERCIAL INVOICE ©,2022-06-01,18.64
INVOICE,2022-06-01,16.83
Invoice umber 7Y7¥16.388,2022-06-01,16.38
"Rogers, Olson and Sanders",2022-06-01,3.0
INVOICE 1D INVi01-17!590,2022-06-01,2.0
co COMMERCIAL INVOICE,2022-06-01,1.0
co TAX INVOICE,2022-06-01,1.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2022-07-01,507.91
"Parker, Phillips and Thomas",2022-07-01,79.28
"Rogers, Olson and Sanders",2022-07-01,74.73
COMMERCIAL INVOICE,2022-07-01,58.5
=) a,2022-07-01,12.0
TAX INVOICE,2022-07-01,7.0
INVOICE,2022-07-01,4.05
Invoice Date: 22-Jul-2022,2022-07-01,4.0
Address:4894 Melanie Pass Apt. 742,2022-07-01,0.0
"Duran, Morgan and Loper INVOICE",2022-08-01,1772.0
COMMERCIAL INVOICE,2022-08-01,1104.39
Date: 02-Aug-2022,2022-08-01,803.2
Hutt-Bryan,2022-08-01,590.62
COMMERCIAL INV,2022-08-01,519.88
| LCO jj,2022-08-01,174.35
INVOICE,2022-08-01,84.39
Yoder Luc,2022-08-01,72.79
TAX INVOICE,2022-08-01,61.91
